text,label
"This movie is like the material S.E. Hinton was writing in the 1970s and Copola was adapting to the screen in the early 80s, and, had Trueblood actually been a product of either, the results might've been much better (especially in the acting department). Instead, we get a rather so-bad-its-funny piece of mediocrity.<br /><br />Jeff Fahey plays Ray Trueblood, a former street rumbler, I suppose is the accurate description. This was in the days of action movies that used guys in their 40s and mid30s and dressed them up in greaser threads or some kind of more effeminate selection of gang garb and they fought to lousy 80s music. Nonetheless, Ray is the lone caretaker of his younger brother, Donny (Chad Lowe in a part where he screams a lot), who he is forced to leave behind inexplicably in a train station when, on the run from the cops, he is nabbed and forced to serve time in the Marines. Flash forward to present day and Ray is back in town and looking for his brother who has also become part of the street gangs, although in a gang that was Ray's adversary and now old scores must be violently settled (and again, cops must be dodged and this time, a lady's honor defended in the action film sense) before Ray can carry on life at normal pace with his brother, Donny.<br /><br />For the most part, the film is quite ridiculous. For me, most of this has to do with far too much overacting, although not by Fahey or Sherlyn Fenn who plays the waitress he befriends. The guys in the gang and Lowe himself seem to do quite a bit of needless exaggerated as New York street toughs. Although, the bigger hang up is recycled plot lines and perhaps a kind of movie that was well past its prime as a product of 1989.",0
"This is the only full length feature film about the world of bridge. I found the first 10 minutes a bit slow, but after that, the movie is absolutely perfect in describing professional bridge players and how they go about earning a living. <br /><br />Some of the scenes are very funny. I don't think that a non-bridge player would get the charm of this movie. <br /><br />Some of the dresses are really beautiful, pity the movie is in black and white - I can only imagine what they would look like in color. The way the media are portrayed is absolutely hilarious. There is no way on earth bridge will ever be like that. <br /><br />Watch it as soon as you can, and tell your friends about it.",1
"Trudy Lintz (Rene Russo) was one very fortunate lady many years ago. She was the wife of a wealthy doctor and had lots of extracurricular money. Her passion was animals and she devoted herself to providing a sanctuary for the furry ones on her property grounds. Trudy also raised two chimps in her home to be more like children. They dressed in clothes and had many amenities. One day, she learns of an abandoned baby gorilla. Knowing nothing about the large apes, she relies on her husband's medical abilities and expert advice to save the gorilla's life. Once out of danger, Trudy decides she will raise the gorilla, also, as one of her children. This works well for years and Buddy, the gorilla, is truly a remarkably intelligent addition to her home. But, Buddy is also a gorilla and his strength and curiosity become quite enormous. Will Trudy be able to keep Buddy under control? For those who love animals, Buddy is a must-see movie. Based on a true story, Trudy and her ape develop a relationship that is unique in the annals of animal history and lore. Of course, Buddy is not a real gorilla but a mechanical one, in the film, but he is very close to seeming totally real. Russo gives a nice performance as a lady ahead of her time and the supporting players are also quite nice. The costumes are exemplary, as befitting the earlier era of the story, and the settings and production values outstanding. But, most importantly, animals are here in abundance, not only Buddy, but the adorable chimps, the ducks, the rabbits, and so forth. For those who want to watch a film and be transported to animal heaven, here on earth, this is a great movie choice. All animal lovers, and even those who just want to watch a great family film, will go ""ape"" over Buddy.",1
"Some nice scenery, but the story itself--in which a self-proclaimed Egyptologist (Lesley-Anne Down) visits Egypt and, in the course of doing Egyptologist things in the most un-Egyptologistic of ways (e.g., flash photography in the tombs, the handling of old parchment, etc.), uncovers a black market turf war and somehow (in the span of two days, no less!) becomes that war's jumpsuit-wearing epicenter--is more puzzling than any riddle the Sphinx ever posed. Down is simply awful as the visiting British scholar (that she seems to know absolutely nothing about the culture of Egypt and even less about antiquities is the fault of the writers, certainly; but that she's annoying as all get out is her own fault entirely), and the rest of the cast, including Sir John Gielgud and Frank Langella, seem as downright confused by the proceedings as I was. In short, not what you'd expect from Schaffner (Planet of the Apes, Patton) and co.<br /><br />Worth watching for a laughably dated scene in which Down rails against all male scholars, blaming them for her failure as an academic, while bathed under the softest light Hollywood could muster. To top it off, she spends the next hour of the film shrieking and harried and running into the arms of any dude she can find. Wow, talk about your performative irony!<br /><br />*Note to would-be Egyptologists: take a year or two of Arabic in grad school. It'll really help out in the long run...",0
"Very low-budget police procedural film about homicide detectives trying to solve the murder of a woman whose body turns up in a stolen car in Central Park, and their only clue is a tattoo on her arm. Although released by RKO, this has the look of an independent production that was picked up by the studio for distribution. The cast and crew, with a few exceptions--among them a young and uncredited Jack Lord, director Edward Montagne and cameraman William Steiner--are comprised of complete unknowns, and it shows. The performances are universally sub-par and wouldn't pass muster in a high school training film, the direction is stodgy and choppy and, as mentioned previously, there's no chemistry whatsoever between the lead actors. However, despite the film's many shortcomings, it does have a few good points. The location shooting in New York City, and the film's ultra-low budget, gives it a gritty authenticity much like that of the far superior ""The Naked City"", a shootout in a dark basement is decently handled, and some of the investigating procedures are clever. Otherwise, it's not much to write home about. It is worth a look, however, for a glimpse at the seamier sections of New York City in the early 1950s, and old-car buffs will be ecstatic to see the legions of '30s and '40s cars in the streets.<br /><br />.",0
This is one of my favorite films of all time. Al Pacino acting is at its best and the story is excellent. Too bad it didn't do to well in the 80's when it was first released because people didn't get a chance to experience this classic.,1
"Not even the most ardent stooge fan could possibly like the movie, (I one of them) the stooges just aren't given any material to work with. It is really a shame too because this is the only feature length movie the stooges did with Curly, and this one effort by them is painfully unfunny, when it could have had great potential. Awful musical numbers don't help any either. The short they did with the same title has more laughs.",0
"""The Groove Tube"" was one of only two Ken Shapiro movies, the other one being the equally zany ""Modern Problems"". This one is just a full-scale parody of TV. Aside from Shapiro - who apparently didn't do anything after ""Modern Problems"" - the movie also stars Chevy Chase and Henry Winkler's cousin Richard Belzer. The three cast members (plus some other people in smaller roles) appear in various skits. One of the funniest ones features Chase in a Geritol-spoofing commercial, in which he's describing the medicine as his wife strips, and it ends with her humping him. There's also a pornographic news program, an irritating cooking show, and the epic tale of some drug dealers.<br /><br />Anyway, the whole thing's just a real hoot. In my opinion, the three best TV-spoofing movies are this one, plus ""Tunnelvision"" and ""Kentucky Fried Movie"" (although I might also include ""The Truman Show""). Really funny.<br /><br />I wonder what ever did become of Ken Shapiro.",1
"this is a visual adaptation of manga with very little dialogue. what dialogue there is appears in word baloons as it would in the manga. the plot of this is existent but only vaguely accounted for. there is an issue of the manga on which this is based available in english in the blast books collection, 'comics underground japan', and it has actual captioned dialogue that explains the plot a bit more than here. i recommend checking that volume out if you liked this, as it explains some of the ""plot"" of the movie, which is otherwise inexplicable. animation wise this is pretty decent, good unintrusive use of computers and the images are for the most part realized well. it jumps in and out of episodes, as the characters, a cat and his brain-dead older sister cat wander in and out of a series of odd images: a boat, a circus, a desert. for a mere half hour they go through a number of semi-plots and settings, which leads me to believe that the director chose a number of issues of the long-running manga to adapt at random, but primarilly selected visually. knowing what's going on might somewhat increase appreciation. this reminds me mostly of the kind of stuff they used to play on the mtv show, cartoon sushi, in particular a short that features a cat chasing a man's severed butt-cheek around the house. only in this case the cats resemble hello kitty more and their adventure is expanded to include death and reincarnation and a number of other themes [though not all that easy to tell what's going on]. the dvd of this has director's commentary and a ""making of"" features, but i cant comment on those because i didnt get around to them. i'm giving this a 8/10 for now, here isnt much to compare it to in anime, and i hope for more like this.",1
"Philo Vance had many affinities with Bulldog Drummond He was a gentleman with the kind of polish and elegance only usually associated with the British upper classes and he was also independently wealthy<br /><br />But there were vital differences Drummond was an adventurer, charming, gallant, lively Vance could be pompous, slight1y dull and self-righteous There was a hint of fundamental cruelty in his manner<br /><br />""The Kennel Murder Case"" is the most impressive of the 14 Vance films made between 1929 and 1947 The story of a murdered collector of Chinoiserie, it has all the ingredients of the classic private eye mystery  exotic setting in the blue nose Long Island Kennel Club, three killings for Vance to solve including a baffling ""locked room murder,"" the key to the whole affair, and plenty of suspects <br /><br />Usually, a detective story setting have proved too static and talkative to make convincing movies even though they work well enough on the printed page, but here Michael Curtiz's direction and the fine editing give the film a pace and urgency that make it altogether different from similar films of its type <br /><br />William Powell's elegance and suavity made him the perfect Vance and although a year later he switched studios, he stayed in the same genre with the enormously successful and popular ""The Thin Man"" at MGM",1
"This is a movie about making a movie. Such movies may be entertaining, but they need some substance, to do so. It did not happen here, I am afraid. Mr Coppola did not inherit his father's skills, unfortunately (neither did his sister, who can however make movies which one might watch).<br /><br />I do wonder how this movie came to get such rave reviews. <br /><br />Let's see: the lead male actor, supposedly a director, is as expressive as a frozen squid and his voice has the same pitch whatever he says, the lead female actress has an expression on her face that never changes, the plot is totally segmented in bits with perhaps one single connecting element, the movie within the movie idea must be more stale than paleolithic rocks... Would that be enough?<br /><br />I regretted every single moment I watched this movie. A walk with the dog is far superior entertainment to this unbelievably lame movie. It's as if a François Truffaut plot were directed by Dick Cheney...<br /><br />Brazil, some other classic SF movies? You must be really joking...",0
"Call me adolescent but I really do think that this is a great series. If you haven't had a chance to experience a few episodes of the latest Star Trek series, you should definitely watch this one. Perhaps more compelling than that of Voyager's Caretaker, which launched the series with Cpt. Janeway, Archer's adventures are completely different, yet strangely familiar...The music is catchy too. No true Sci-fi fan can go without seeing at least one Star Trek episode--and these installments make the wait worthwhile.",1
"Following the brilliant ""Goyôkiba"" (aka. ""Hanzo The Razor - Sword Of Justice"", 1972) and its excellent (and even sleazier) sequel ""Goyôkiba: Kamisori Hanzô jigoku zeme"" (aka. ""Razor 2: The Snare"", 1973), this ""Goyôkiba: Oni no Hanzô yawahada koban"" aka. ""Razor 3: Who's Got The Gold"" is the third, and sadly final installment to the awesome saga about the incorruptible Samurai-constable Hanzo 'The Razor' Ittami (brilliantly played by the great Shintarô Katsu), who fights corruption with his fighting expertise as well as his enormous sexual powers. As a big fan of 70s exploitation cinema made in Nippon, ""Sword Of Justice"" became an instant favorite of mine, and I was therefore more than eager to find the sequels, and full of anticipation when I finally stumbled over them recently. While this third ""Hanzo"" film is just not quite as brilliant as its predecessors it is definitely another great piece of cult-cinema that no lover of Japanese exploitation cinema can afford to miss. ""Who's Got The Gold"" is a bit tamer than the two foregoing Hanzo films, but it is just as brilliantly comical and crudely humorous, and immediately starts out fabulously odd: The film begins, when Hanzo's two assistants see a female ghost when fishing. Having always wanted to sleep with a ghost, Hanzo insists that his assistants lead him to the site of the occurrence... If that is not a promising beginning for an awesome film experience, I don't know what is. Shintaro Katsu, one of my personal favorite actors, is once again brilliant in the role of Hanzo, a role that seems to have been written specifically for him. Katsu IS Hanzo, the obstinate and fearless constable, who hates corruption and deliberately insults his superiors, and whose unique interrogation techniques include raping female suspects. The interrogated women than immediately fall for him, due to his sexual powers and enormous penis, which he trains in a rather grotesque routine ritual. I will not give away more about the plot in ""Who's Got The Gold"", but I can assure that it is as cool as it sounds. The supporting performances are also very good, and, as in the predecessors, there are plenty of hilariously eccentric characters. This is sadly the last film in the awesomely sleazy 'Hanzo' series. If they had made 20 sequels more, I would have happily watched them all! The entire Hanzo series is brilliant, and while this third part is a bit inferior compared to its predecessors, it is definitely a must-see for all lovers of cult-cinema! Oh how I wish they had made more sequels!",1
If you are planning to rent or buy this movie don't. It's the worst thing I have ever seen. I would comment on it more but It has been 10 years since I saw it and have blanked all of it from my mind. Save yourself some time money and well being and stay far far away.,0
"Other than Susan Hayward's wooden delivery throughout this film it was as good as any biblical film made. Henry King handles this film with the respect of an epic in all of the small scenes, and Peck is, as always, impeccable. The stirring Alfred Newman sound score, with the stirring twenty-third psalm is unforgettable even after these many years. The scene with Goliath is a bit on the hokey side, but not all that badly done for the era in which this film was made. This goes well alongside the lesser bible epics of the day, ""The Song of Ruth"" and ""Esther and the King."" It is worth watching, and Raymond Massy is excellent as the prophet Nathan. The film is rounded out by the always fine James Robertson Justice as Abishai and Jayne Meadows as Michol, David's estranged first wife.",1
I don't know how anyone could hate this movie. It is so funny. It took a unique mind to come up with this storyline. It's not your typical alien movie. These aliens are so stupid and confused. You need to rent it at least once.,1
"National Lampoon was once a funny magazine. Whether you liked the stoner hippie days of the late sixties or the smug and sassy coke-head days of the seventies (when the comedy was fortified with plenty of naked babes) depends very much on your date of birth, but everyone agrees that by the early eighties, middle age had killed off whichever remaining sparks of anarchic humour that the drugs hadn't, and offerings like this film and the increasingly terrible spin-off records shot further holes in the hull. Outside of a nicely illustrated title sequence, there's absolutely nothing to recommend this singularly depressing stinkbug. If you make it through the baffling opening segment, 'Growing Myself', hoping things will get better, tough luck - they don't. Whoever thought the idea of a woman being brutally raped with a stick of butter was comedy gold deserved to have his head handed back to him on a platter of dog mess. If there's ever a global shortage of guitar picks, the negatives of this rambling, incoherent ragbag of crummy ideas and dire performances may well serve some purpose.",0
"The movie and acting are not bad and Jay Hernandez does a good job playing Calito Brigante but the movie forgets it's suppose to be a prequel to a hit movie. The makers of this prequel clearly did not watch the original Carlito's Way or at least did not care about continuity. This movie is a prequel which means the original movie has already laid out some history for us and this movie should end where the original begins or at least lead up to it. Not one of Carlito's close old friends from the original make an appearance in this movie, they're not even mentioned. Luis Guzman, Pachanga in the original, is in the movie but he plays a completely different character. The original takes place in 1975 and the prequel takes place in 1969-70. Considering this movie takes place less than 5 years earlier, wouldn't you think one of Carlito's long time friends would make an appearance? In the original, Carlito start's out being released from jail after spending 5 years in jail. That's only a few month's between the end of the prequel and the start of the original! ***Semi Spoiler*** We know from the beginning of the original, Carlito has spent 5 years in prison so when the prequel gives us this Hollywood happy ending it's an insult to the intelligence of fans of the original. What happen to Gail? It's the lack of continuity that made this film go direct to video release.",0
"When I saw this film on FearNet, I thought it would be a scary movie. Apparently, it wasn't. I have no clue how this movie was allowed to be featured on that site. FearNet is a site that shows scary horror movies.<br /><br />The acting is wonderful from all the actors. I hated the story. The story was stupid. The movie starts out with a man with a scroll with a signia stamped onto it. He breaks the seal and certain disasters happen. The water turns to blood, the oceans die out, the moon turns red, etc. <br /><br />The female character was annoying as well. A lot of the stuff she did didn't make sense. Like when she sees a piece of paper with a date on it. Coincidentally, it's the date she's expected to give birth to her baby and she starts freaking out about it and starts researching it and asking religious people what it all means.<br /><br />*Spoiler Alert* <br /><br />The two worst things happened in this movie are the execution of a mentally retarded man who claimed that God told him to murder his parents and the end where Demi Moore dies after giving birth to her baby and transferring her soul into it.<br /><br />Here's what happens. The mentally retarded person gets shot and killed and the apocalypse begins. Demi Moore gets into a hospital in the middle of a massive earthquake and gives birth to her child. She touches her child's head, transferring her soul into the child and then dies. Then, the apocalypse stops.<br /><br />Why does God all of a sudden have a change of heart? He gets furious when the Governor allows the execution of a mentally retarded man then he's all about forgiveness once a lone woman transfers her soul into her baby? <br /><br />*End Spoiler* <br /><br />The movie is pretty stupid. It's another religious end of the world propaganda piece. The acting from Demi Moore and Michael Biehn and everybody else is excellent. That's about all there is.<br /><br />I give this movie 2 stars out of 10. Good acting with a lot of nonsense!",0
"I LOVE Jack's jokes like 'The cliché is...' or ""Over the top cliché guy, black, oily skin, kinda spooky..."". He is just hilarious! Daniel's starting to catch up on him to! Good thing Jack's not on the team anymore (in a way) or else it would have been sarcasm mania!!!!I just love all the plots (season 8, a little less, I have to admit), the characters are great, the actors are great, I'm starting to pick up facial expressions (and more) from Jack, Daniel and Teal'c...It just all theoretically possible and exciting...oops! Their I go again!!! Sorry, I'm also starting to pick up traits from Carter, and all of this is driving my parents NUTZ!!!!!!! Well, to conclude, I think it's good for another three seasons or so, especially if they keep on packing the episodes with all this humor, drama, action and so forth!!!!!!!!!!!!!!!!",1
"Before the regular comments, my main curiosity about THIS IS NOT A LOVE SONG is that while there's a running time listed on IMDb of 94 minutes, the DVD from Wellspring Media in the United States runs 88 minutes. Any input on this is appreciated!<br /><br />Two friends with very rough lives take on the road for an adventure. What they wind up in is just that, with one accidentally shooting a girl and the two escaping by foot into the countryside. Rather than just a big chase, the film is complicated by the the daft and rather childlike Spike behaving inappropriately, and clutching his boom box like a teddy bear. Some viewers may dislike the story based solely upon the character Spike, but without a bit of frustration added to the story, the film would have been too easy. You'll notice the way the more stable character Heaton refers to Spike as ""big man"" in contrast to Spike's ""kid out of control"" attitude and behavior. Frankly, I too was aggravated by Spike's ridiculous actions, especially the spray can sniffing, but in a desperate situation it's apparent someone of his mentality would choose an temporary escape. But, Heaton was there to keep things in check up until things get way over his head as well.<br /><br />Kenny Glenaan as Heaton is a marvel, and after a while I quit wondering why in the heck he would want to pick Spike up from prison and continue a friendship, due to Glenaan's great performance. After all, there are many many reasons during their run that would be a good idea for Heaton to just ditch Spike and try to save himself. I suppose Heaton felt like a protective older brother to Spike, and the loyalty between the two is hard to break -- until things get too desperate.<br /><br />While some of the cinematography is indeed artsy, it does offer more flavor to story instead of just shots of the men running through the wilderness. The beautiful landscapes, rain, and vast gray skies offer a somber tone that increases the feel of the tragic circumstances. The score is unusual as well, and the use of Public Image Ltd.'s song ""This Is Not A Love Song"" and as the title of the film is quite smart.<br /><br />Overall, it's understandable if you don't care for THIS IS NOT A LOVE SONG as it's focused on two contrasting personalities escaping from another man determined to hunt them down (played by a cool, quiet David Bradley). It's not big-budget action entertainment. For the rest of us that enjoy seeking out something minimal and dramatic, it's time worthwhile spent, and it DOES offer some extremely tense moments that have you holding your breath a bit.<br /><br />I'm really enjoying the films coming out of Scotland recently, with the likes of this one, Dog Soldiers, and The Devil's Tattoo. I'm also a bit thankful for the subtitles offered on this DVD, as the accents are sometimes lightning fast and difficult for some viewers like me to understand. <br /><br />Frustrating, dark, and often tense, THIS IS NOT A LOVE SONG is very tragic yet engrossing storytelling.<br /><br />",1
"I had a recent spectator experience with The Perfect Witness (2007) because the NetFlix computer recommendation engine suggested I watch this film. Apparently, at some point, I told it how much I liked Michael Haneke's, Benny's Video. I don't know about you, but this parallel being drawn provoked in me a maelstrom of emotion and excitement over Thomas C. Dunn's film and made the allocation of my time toward it virtually impossible to refuse. Just this kind of recommendation from the NetFlix computer intelligence, for me, had the aesthetic/moral movie bar set to level so high that, upon reflection, it represented something pretty much unaccomplished in every film produced in the year 2007.<br /><br />Having prefaced my response to the film that way, I'm going to proceed in knocking this picture down as poorly executed and banal; and I really hate to do that because I think our boy, Wes Bentley, happens to be not only one of the most interesting young faces in contemporary cinema, but also one its most overlooked and underrated screenacting talents in the US. I'm more than moderately concerned that the poor guy's going to miss the fame ship if he keeps fiddling around with first time movie directors like this.<br /><br />The Perfect Witness is about Micky (Wes Bentley), who, about thirty, still lives with Mom (""You're not drinkin' again area ya's?""), but he's a ""filmmaker"" or at the very least some kind of street-level voyeur with a pension for shooting would-be Johns in the seedy back alleys of Philadelphia with his DVX 100B. Out there, doing his private investigator-like drills, Micky ""inadvertently"" video-tapes a brutal murder on a hapless early-twenty-ish coed with his hand held camcorder. Baring the notion in mind that snuff and movies as cultural currency can be his equated with his ticket out of the white urban ghetto (and not to the debts of his unwitting friends and relatives who put up the money for his atrocious films), Micky approaches the assailant, James LeMac (Mark Borkowski: also takes a writing credit) or ""Mac the Knife"" whichever- and blackmails the killer into making a documentary about his murder impulses, holding this found footage over the attacker with threats of the police.<br /><br />The problem with this movie is not that no interesting ideas exist because they do. While both the writing and direction are amateurish, that alone doesn't make a film bad. It's that these guys commit a rather poor assumption that what they are presenting is shocking in the context of a culture in which just about any person in the free world with access to a private computer can log-on to the web and catch the veracity of the action of a beheading on their little Mac or PC. No film relies on shock value alone any more (unless of course, ironically, it's a film about torture on animals) and therefore cinematic images of violence (real or fake) have less and less cultural capital with each year that passes. Also, we've got this astounding actor-talent in the lead all styled-up, real hip guy: his two inch beard and skull cap with the little bill on it, backwards, just like the dork from high school who craved after the potential services of my primary love interest same guy who just now calls himself a ""poet.""<br /><br />Spare me. ""I'm an artist,"" ""I'm a filmmaker."" Okay. Please do, carry on with that shtick, Cronnie. Seems to have bought you a lot of expensive 35mm stock. And go ahead, you can wear all the accrutements of a ""creative"" but don't expect us top respond to you, to follow your below average character through your two hour movie while you take down Wes Bentley's career. Why don't we just let history speak to the merits of what you do, filmmaker guy. My guess is history will eventually have say something about that like, probably that's in not is good as you think it is. And yeah, odds are you'll be laying the blame on your dear ole ma, end up like our man Micky here in The Perfect Witness; hooked on smack and covered in your buddy's blood with a video camera in your hand. Great.",0
"It's not well shot, well written or well acted but it has to be the most addictive show I've seen since Twin Peaks. Every single revelation is timed so well that you have to see the next episode to get any kind of closure. They have even slowed down the pace of the show where they only reveal tiny amounts of information per episode however it feels like they've just told you everything you wanted to know. However some of the acting is just about awful and some of the duologue is downright brutal. Some characters are very two dimensional. The more experienced actors like Locke and Ecko really stand out over actors who play Jack, Kate, Sayid and so on. The development of the show can also be very frustrating as the following episode may not show what the previous episode lead up to. Annoying side plots have become part of the story that sometimes tell you nothing. However, the second season has developed to a point where back stories reveal more about the island than they had previously. All in all its a great show but not perfect.",1
"I had just reached thirteen when I first saw this series and I am watching it again, on DVD, over thirty years later. The pictures over the opening credits have never left me. It has affected my view of the world and the peoples in it. My parents were with me long enough to have seen the series with me, and we always discussed the programme afterwards. It gave me a love for studying history and the highest marks I got in our school's public exams!<br /><br />Sir Laurence Olivier's voice and delivery is timeless and perfect. I get the feeling that the people who lived through it would feel that this is their version of the history of the Second World War. I cannot imagine ever getting bored looking at it. Maybe an similar Cold War series could now be contemplated, although who could replace Sir Laurence is difficult to imagine.<br /><br />Buy it!",1
"I always enjoy this movie when it shows up on TV.<br /><br />The one scene that always stands out, for me that is, is the one with the Myrna Loy and the painters foreman, where she gives him very explicit instructions on the colours and as soon as she goes away he turns the his guys and says ""Did you get that, that's yellow, blue, green and white""",1
"Skippy from Family Ties goes from clean-cut to metal kid in this fairly cheesy movie. The film seems like it was made in response to all those upset parents who claimed metal music was turning their kids evil or making them kill themselves - except in this one a dead satanic metal star is trying to come back from the grave (using Skippy to help out). And while the plot is corny and cliche, the corniness (for example, an evil green fog taking off a girl's clothes)and the soundtrack are what make the movie so hilarious (and great). And of course, there's nothing like Ozzy Osbourne playing a preacher who's asking what happened to the love song :). Definitely a movie for having a few friends over for a good laugh. And while you're at it, make it a double feature with Slumber Party Massacre 2 - there's an ""evil rocker"" (as stated on the video box)driller killer in black leather w/fringe. A must see for cheesy movie fans.",1
"what kind of sh*t is this? Power rangers vs Freddy? It was watchable and as good as the first film in the beginning but from the part where the protagonists get super powers in theirs dreams, it started to become childish. This sh*t should have been rated PG or PG-13 rather than R. I expected to see some very mature stuff but it was only for the 1/3 of the film. The rest are for little kids. Plus it's focused too much on Christianity. I know Freddy's a demon but there are many religions that have different ways to fight demons. Why does it always have to be Christianity? This is total Orientalism and filled with white men/westerner's superiority. Don't' watch this, show it to little kids who loves power rangers.",0
"Still the definitive program about the Second World War, The World At War isn't just long, but also very informative. The series contains 26 episodes (each episode lasts for about 45 min.), and includes the events leading up to and following in the wake of the war. Most episodes are about the war in Europe, and there are several episodes about the war in the Pacific. Other episodes include information about the wars in Africa, Burma, the Atlantic and the home fronts of Germany, Great Britain, United States and Soviet Union. There is one episode that's dedicated to the Holocaust. The series starts off with the episode A New Germany (1933-1939), and tells about the rise of the Nazis in Germany and German territorial gains prior to the outbreak of war. The series ends with the episode Remember; the war's influence in a post-war world. Remember is a fitting episode to end this great program. Every episode begins with a short introduction and then with opening credits. The credits are accompanied by a powerful music theme. There are many fitting music pieces throughout the series. Each episode is like a mini-film. The footage is fantastic, and so is the way it was put together. In addition, some of the footage is in color. The information included also makes the episodes memorable and entertaining.<br /><br />The series was produced by Jeremy Isaacs for Thames Television (UK). Commissioned in 1969, it took four years to produce, such was the depth of its research. The series was narrated by Laurence Olivier (one of the most famous and revered actors of the 20th century). The series interviewed leading members of the Allied and Axis campaigns, including eyewitness accounts by civilians, enlisted men, officers and politicians, amongst them Albert Speer, Karl Donitz, Jimmy Stewart, Bill Mauldin, Curtis LeMay, Lord Mountbatten, Alger Hiss, Toshikazu Kase, Arthur Harris, Charles Sweeney, Paul Tibbets, Traudl Junge and historian Stephen Ambrose. Jeremy Isaacs says in ""The Making of The World at War"" that he sought to interview, not necessarily the surviving big names, but their aides and assistants. The most difficult subject to locate and persuade to be interviewed, according to Isaacs, was Heinrich Himmler's adjutant, Karl Wolff. The latter admitted to witnessing a large-scale execution in Himmler's presence.<br /><br />The World At War is often considered to be the definitive television history of the Second World War. Some consider it the finest example of the documentary form. In a list of the 100 Greatest British Television Programmes drawn up by the British Film Institute in 2000, voted for by industry professionals, The World at War ranked 19th. The program has everything that the viewer needs to know about the war. After watching a few episodes I liked the series so much that I tried to watch the remaining episodes one after the other. I've seen some of them several times. There are two other great documentary series that I know of that may be of interest to the viewer. One is called The Great War (1964) that's about World War I. The other is called Cold War (1998) that's about the Cold War obviously.",1
"SPOILER: The young lover, Jed, is kicked out by the spinster, Kate (Andie McDowell), because she wrongly believes that Jed is having an affair with one of her two catty girlfriends. Kate thought she caught them en flagrante delicto. Kate throws Jed's shoes out the door. Jed reluctantly leaves, and then sits in the middle of the road to put his shoes on. Then he gets run over (""Crushed"", one of the meaning of the title) by a truck. And dies.<br /><br />""And then he gets run over by a truck."" Can you imagine a screenwriter actually submitting a script with this plot element? Up to then, its a comedy that intends to be frothy, but lacks any real fizz. Everybody but Jed is just annoying. And then they kill Jed, and everybody's sad, until the end where the gals learn to love one another and be supportive, instead of destructive. I give it 2 ugh's.",0
"If you are going to attempt building tension in a film it is always a good idea not to build it beyond the point of total tedium.<br /><br />Unfortunately the Butcher Brothers haven't grasped this yet.<br /><br />This film sucks, unlike the majority of its characters who (if you didn't work out they are vampires in the first few minutes then shame on you) preference stringing up the plentiful supply of 'no one knows where I am' cheerleader types and homosexual drifters that waft conveniently and with a fast food swagger, past their isolated door.<br /><br />The only tiny bit of originality in the plot is how these vampires come to be vampires in the first place but the rest of it is ludicrous and sloppy.<br /><br />Forced to up sticks (as opposed stakes) on a regular basis due to their penchant for filling their basement with bloodless corpses, they really are none too bright. If they fed their victims they could run their own little blood farm and it would cut down on the mortality rate, thereby allowing them to settle down and get chintzy.<br /><br />Why the producers felt it necessary to introduce the incestuous twins and the homicidally gay older brother I am not sure. It added zero to the plot, which was unfortunate given that there wasn't a great deal of plot to start with and had no shock value at all.<br /><br />One was never told why the parents had died, unless of course that was explained during one of my frequent tea breaks. Clearly the social worker must have been alerted to the family for some reason or other but again, it was for the viewer to write their own reason.<br /><br />The only well rounded character was the youngest brother who emerges looking like Pugsley from the Adams Family. Indeed he was way too rounded, having the appearance of a child who has inadvertently wandered from a Weight watchers' class in to a very bad horror film. Oh heavens, he had. Never mind dear, have another doughnut with a yummy blood centre.",0
"Allow me to start this review by saying this: I love vampire movies. They can suck (har har pun intended), and I'll still love them because vampires are just cool in movies. Van Helsing, considered by many to be a steaming pile of crap, was enjoyable to me because of the fact that there were vampires. You may ask: ""What does that have to do with this movie?"" The answer is that I intend to inform you of how horrible this movie truly is, that even a sucker (harharhar) for vampire movies like me can despise a movie like this so much.<br /><br />The movie stars Van Helsing, a college professor guy who isn't at all convincing. He's a terrible actor, like everyone else in this movie, and he wrote it, to add salt to the wound. I honestly to not mean to offend him, and I'm sure everyone had fun making this movie, but watching it was actually painful. I'm not sure why I watched the whole thing; perhaps it was a morbid fascination, like watching an impending train crash: it's horrible, but you can't manage to force yourself to look away. Its main fault is that it's just so ****ing boring, and its plot is so damn ridiculous, even for a science fiction horror movie.<br /><br />But, I digress. By the way, Van Helsing has sex with his mom. Of course, he doesn't know it's her at the time; he just thinks it's one of his students (which is still illegal and all, but not as disgusting and creepy).<br /><br />If I were Van Helsing, I would at least pull an Oedipus myself when I found out I had done something so gross. It would've made for one entertaining thing if he just made some comment on it, but no. The point isn't even brought up at all, by any of the characters. It's as if the writer didn't even think of it. I would've at least had another character laugh at him and say ""Ha ha, you had sex with your mom,"" which would be mildly humorous (although blatantly immature). I'm probably running out of room, so a few more words to dissuade you from ever seeing this film: there's a vampire ninja fight with an old man. It would be funny, but the filmmakers expect us to take it seriously. It's not even worth watching the movie to see how bad it is. Stay far, far away from it if you value your time at all.<br /><br />I will say one thing positive about the movie: the guy who plays Van Helsing is pretty slick with that knife of his. There's like, a minute long segment where he swings around his knife and actually does some pretty nifty tricks. It would be boring in any other movie, but here, sadly, it was the highlight.",0
